book1	chapter1	verse1	book2	chapter2	verse2	similarity
Numeri	1	47	Iob	6	28	61
Deuteronomium	1	21	Deuteronomium	10	9	62
Exodus	15	1	Deuteronomium	27	1	63
Deuteronomium	32	48	Reges_I	21	17	63
Ezechiel	12	26	Iob	42	1	62
Psalmi	68	12	Chronica_I	11	38	60
Numeri	23	15	Jesaia	66	21	60
Chronica_I	25	16	Chronica_I	25	22	75
Numeri	15	37	Proverbia	3	8	67
Jeremia	30	2	Ezechiel	3	4	60
Leviticus	23	42	Jesaia	37	34	64
Numeri	31	46	Jesaia	2	9	63
Ezechiel	7	1	Psalmi	118	6	61
Genesis	27	7	Deuteronomium	1	26	61
Exodus	5	6	Micha	4	1	60
Numeri	10	15	Numeri	34	24	61
Numeri	33	11	Psalmi	61	7	63
Ruth	3	5	Canticum	1	1	61
Leviticus	14	33	Jeremia	37	6	79
Deuteronomium	23	7	Psalmi	103	7	60
Deuteronomium	26	3	Deuteronomium	31	7	62
Leviticus	19	12	Chronica_I	15	9	60
Exodus	38	9	Ezechiel	46	15	60
Numeri	14	25	Deuteronomium	1	40	61
Genesis	9	8	Psalmi	44	13	67
Reges_I	17	24	Chronica_I	13	4	63
Deuteronomium	26	18	Jesaia	7	21	60
Exodus	2	2	Numeri	26	1	60
Iob	5	10	Iob	18	17	65
Chronica_I	27	10	Chronica_I	27	12	80
Iob	15	16	Iob	15	31	60
Samuel_I	3	4	Iob	38	35	60
Samuel_II	3	23	Chronica_I	26	28	60
Numeri	34	16	Ezechiel	22	23	79
Exodus	23	14	Iob	39	17	60
Ezechiel	23	35	Ezechiel	39	25	61
Ezechiel	13	1	Jona	1	1	78
Iob	11	1	Iob	42	1	60
Psalmi	119	59	Proverbia	7	27	63
Psalmi	105	10	Psalmi	148	6	65
Jeremia	46	1	Sacharia	7	8	67
Psalmi	128	1	Iob	39	8	62
Leviticus	15	2	Leviticus	23	2	62
Exodus	9	26	Exodus	31	2	61
Numeri	1	25	Numeri	1	33	77
Psalmi	52	3	Iob	3	7	60
Sacharia	1	5	Psalmi	39	8	60
Leviticus	23	1	Jesaia	38	4	86
Genesis	38	22	Chronica_I	16	29	62
Judices	21	17	Hosea	9	11	60
Iob	15	3	Chronica_I	2	30	60
Jeremia	2	1	Ezechiel	24	20	76
Reges_I	20	3	Esther	3	11	60
Chronica_II	21	20	Chronica_II	36	9	61
Numeri	15	17	Numeri	31	1	100
Numeri	31	31	Reges_II	12	3	61
Josua	24	16	Jesaia	5	18	60
Psalmi	128	6	Chronica_I	5	5	60
Leviticus	27	1	Samuel_I	3	4	69
Exodus	15	21	Josua	11	9	62
Exodus	30	22	Ezechiel	14	2	79
Samuel_II	3	30	Samuel_II	19	4	62
Exodus	34	14	Hosea	5	12	61
Josua	20	1	Reges_I	21	28	76
Psalmi	37	24	Psalmi	112	6	60
Psalmi	9	3	Iob	34	14	62
Leviticus	22	26	Numeri	5	11	100
Ezechiel	10	13	Iob	7	8	60
Numeri	16	23	Ezechiel	27	1	79
Deuteronomium	8	14	Jeremia	7	22	62
Samuel_II	15	33	Ezechiel	13	1	62
Samuel_I	15	34	Psalmi	45	15	61
Genesis	8	15	Psalmi	31	22	60
Exodus	28	9	Reges_II	10	28	60
Exodus	28	8	Exodus	39	8	75
Jesaia	65	10	Psalmi	11	2	60
Ezechiel	35	1	Psalmi	52	6	63
Deuteronomium	11	32	Nehemia	1	7	60
Judices	5	1	Jeremia	30	1	62
Ezechiel	37	15	Proverbia	29	20	62
Proverbia	20	16	Proverbia	27	13	100
Iob	35	13	Proverbia	8	32	62
Exodus	13	1	Psalmi	37	36	69
Ezechiel	38	1	Sacharia	3	6	61
Leviticus	19	1	Ezechiel	14	12	79
Chronica_I	5	31	Chronica_I	5	39	72
Genesis	31	9	Psalmi	82	6	65
Leviticus	18	2	Numeri	22	9	62
Deuteronomium	20	9	Reges_I	4	20	60
Esther	6	7	Chronica_II	34	1	61
Samuel_I	3	16	Proverbia	1	2	68
Exodus	18	19	Samuel_I	28	18	60
Ezechiel	22	23	Psalmi	106	14	63
Judices	17	12	Samuel_I	19	23	61
Genesis	23	3	Genesis	23	18	61
Jeremia	46	7	Iob	13	19	62
Jeremia	50	10	Psalmi	59	16	62
Ezechiel	7	12	Chronica_II	15	5	63
Ezechiel	33	1	Psalmi	56	11	67
Exodus	19	4	Numeri	21	8	62
Numeri	7	22	Numeri	7	28	100
Ezechiel	24	20	Psalmi	115	5	63
Numeri	19	1	Psalmi	109	12	67
Psalmi	142	2	Threni	5	17	60
Josua	18	10	Reges_I	10	24	61
Judices	21	14	Jeremia	34	11	61
Leviticus	26	3	Ezechiel	8	9	60
Ezechiel	27	1	Sacharia	8	1	91
Exodus	39	12	Psalmi	130	5	60
Reges_I	15	7	Reges_I	16	20	70
Numeri	33	32	Numeri	33	44	60
Leviticus	5	14	Psalmi	25	4	61
Iob	40	7	Iob	42	4	68
Leviticus	9	4	Chronica_I	22	7	62
Reges_I	13	21	Reges_II	2	21	60
Genesis	15	7	Numeri	14	13	61
Jeremia	3	23	Chronica_I	22	6	60
Leviticus	19	24	Leviticus	22	7	63
Leviticus	21	16	Reges_I	21	28	71
Ezechiel	28	22	Ezechiel	38	3	61
Numeri	33	51	Reges_II	5	4	60
Exodus	33	20	Samuel_I	13	9	61
Jesaia	60	8	Iob	10	10	63
Reges_I	2	14	Psalmi	119	154	65
Leviticus	21	16	Numeri	1	48	100
Nehemia	7	12	Nehemia	7	40	67
Jeremia	46	1	Ezechiel	21	23	61
Sacharia	9	4	Psalmi	69	26	63
Numeri	32	19	Josua	17	5	62
Judices	18	6	Psalmi	42	10	64
Samuel_I	17	44	Samuel_II	11	7	61
Jeremia	33	14	Ezechiel	39	25	60
Habakuk	1	2	Threni	3	56	62
Numeri	17	16	Psalmi	119	123	62
Samuel_II	22	7	Psalmi	18	7	88
Reges_II	14	21	Chronica_II	27	8	60
Leviticus	18	1	Josua	4	15	79
Leviticus	7	22	Psalmi	109	9	61
Leviticus	11	1	Reges_I	17	8	63
Psalmi	94	7	Psalmi	114	7	62
Ezechiel	12	21	Ezechiel	23	1	100
Numeri	35	20	Psalmi	119	151	61
Leviticus	18	1	Ecclesiastes	6	11	61
Leviticus	7	28	Leviticus	23	1	100
Exodus	26	26	Exodus	36	31	100
Exodus	31	1	Ezechiel	12	26	79
Psalmi	41	1	Psalmi	53	1	71
Jesaia	63	2	Iob	33	13	60
Jeremia	16	15	Jeremia	23	8	85
Genesis	4	5	Leviticus	19	14	60
Numeri	13	18	Ezechiel	36	35	60
Reges_I	12	15	Jeremia	27	13	62
Jesaia	37	11	Jesaia	37	18	63
Psalmi	22	27	Psalmi	63	3	62
Judices	10	10	Judices	20	27	60
Exodus	6	29	Exodus	9	1	60
Ezechiel	5	5	Ezechiel	34	11	60
Deuteronomium	25	10	Proverbia	31	28	60
Exodus	38	10	Exodus	38	11	79
Numeri	26	61	Psalmi	99	6	65
Numeri	2	27	Numeri	13	4	65
Reges_II	3	2	Jeremia	18	10	61
Samuel_I	10	18	Jeremia	34	13	62
Reges_I	4	18	Ezechiel	11	4	61
Numeri	26	51	Chronica_II	29	33	62
Chronica_I	25	10	Chronica_I	25	29	65
Psalmi	5	1	Psalmi	20	1	79
Reges_II	8	26	Reges_II	12	2	60
Genesis	12	1	Judices	10	11	63
Esra	2	5	Chronica_I	4	28	64
Ezechiel	33	23	Iob	30	9	63
Ezechiel	17	19	Ezechiel	28	6	61
Leviticus	7	28	Numeri	6	1	100
Numeri	6	1	Ezechiel	28	20	79
Reges_I	5	6	Chronica_II	9	25	72
Samuel_II	17	3	Proverbia	10	26	63
Numeri	32	20	Samuel_II	23	17	60
Jeremia	13	8	Ezechiel	21	6	100
Leviticus	18	12	Iob	4	2	60
Numeri	27	15	Ezechiel	25	1	73
Samuel_I	2	21	Jesaia	13	11	60
Jeremia	34	12	Jeremia	49	34	63
Exodus	3	10	Deuteronomium	19	19	60
Samuel_II	1	8	Ezechiel	24	20	60
Samuel_II	3	38	Ezechiel	18	3	63
Leviticus	26	14	Chronica_I	22	6	62
Psalmi	57	6	Iob	20	6	61
Jeremia	22	8	Chronica_II	7	21	64
Numeri	4	17	Sacharia	8	1	60
Numeri	3	32	Josua	21	19	60
Reges_II	23	31	Chronica_II	22	2	73
Reges_I	16	6	Reges_II	15	7	72
Numeri	11	19	Nehemia	7	68	61
Genesis	3	9	Numeri	15	37	65
Haggai	2	23	Sacharia	4	6	62
Samuel_II	11	19	Jeremia	9	4	60
Numeri	2	14	Numeri	7	30	61
Numeri	33	21	Numeri	33	31	62
Psalmi	107	1	Psalmi	136	9	61
Exodus	7	25	Jesaia	48	22	60
Jeremia	13	2	Ezechiel	35	1	61
Chronica_II	32	32	Chronica_II	35	27	61
Numeri	22	9	Ezechiel	30	2	62
Reges_I	17	8	Ezechiel	33	1	100
Numeri	12	6	Samuel_I	12	15	62
Amos	1	12	Psalmi	55	21	62
Psalmi	42	1	Psalmi	89	1	61
Samuel_II	13	26	Jona	1	11	60
Reges_I	17	8	Ezechiel	24	15	100
Exodus	9	17	Judices	11	28	61
Psalmi	29	11	Psalmi	119	89	62
Exodus	7	8	Leviticus	20	1	77
Leviticus	11	1	Numeri	17	16	81
Numeri	33	38	Nehemia	8	2	61
Amos	3	3	Iob	23	8	60
Numeri	6	24	Ezechiel	12	1	62
Numeri	7	51	Reges_I	7	10	63
Jesaia	57	18	Jeremia	48	14	61
Genesis	9	26	Psalmi	118	26	62
Deuteronomium	6	14	Psalmi	105	13	60
Numeri	28	31	Numeri	29	22	68
Reges_II	25	13	Jeremia	52	17	97
Numeri	7	19	Numeri	7	49	97
Numeri	29	12	Chronica_II	7	10	61
Samuel_I	28	16	Iob	10	2	68
Genesis	1	22	Genesis	20	11	61
Numeri	17	19	Psalmi	78	14	60
Jeremia	26	11	Jeremia	26	12	72
Psalmi	29	3	Psalmi	104	3	62
Genesis	43	26	Micha	2	10	63
Deuteronomium	26	2	Deuteronomium	27	3	60
Genesis	19	31	Sacharia	6	5	62
Exodus	29	4	Exodus	35	12	60
Numeri	4	17	Jeremia	11	1	72
Psalmi	18	50	Psalmi	138	1	64
Esra	2	15	Chronica_I	12	11	62
Genesis	3	9	Exodus	16	11	63
Deuteronomium	8	6	Deuteronomium	18	7	62
Ezechiel	21	1	Sacharia	6	9	100
Jesaia	24	9	Proverbia	27	2	61
Numeri	32	10	Jeremia	18	5	60
Iob	11	9	Esra	2	10	60
Reges_II	4	19	Psalmi	74	22	62
Deuteronomium	4	24	Deuteronomium	5	7	60
Reges_I	16	14	Reges_II	15	36	88
Psalmi	76	1	Psalmi	140	1	68
Samuel_II	22	24	Psalmi	130	8	63
Jeremia	30	2	Chronica_II	6	17	65
Ezechiel	16	6	Chronica_II	24	21	60
Reges_II	9	29	Chronica_II	13	1	73
Deuteronomium	15	20	Jeremia	11	3	60
Numeri	28	1	Ezechiel	25	1	79
Psalmi	111	2	Psalmi	145	3	60
Leviticus	22	1	Numeri	7	4	91
Deuteronomium	28	10	Amos	3	8	60
Jeremia	46	7	Psalmi	104	6	63
Numeri	4	17	Psalmi	116	14	61
Exodus	14	14	Leviticus	22	17	62
Leviticus	9	6	Jeremia	30	4	63
Ezechiel	38	7	Ezechiel	44	21	60
Leviticus	26	14	Zephania	1	16	60
Reges_II	24	19	Jeremia	52	2	100
Judices	3	13	Amos	2	10	60
Exodus	32	33	Leviticus	22	17	61
Exodus	18	17	Samuel_II	19	30	61
Hosea	1	5	Ecclesiastes	4	9	60
Leviticus	22	17	Jeremia	18	19	65
Psalmi	50	12	Iob	21	25	60
Reges_II	9	31	Iob	33	6	61
Genesis	19	21	Exodus	33	17	63
Exodus	19	11	Ecclesiastes	2	16	61
Exodus	18	9	Samuel_I	12	6	65
Psalmi	18	17	Chronica_II	9	28	63
Iob	22	17	Iob	28	14	63
Jeremia	29	15	Iob	23	14	62
Numeri	4	1	Numeri	17	16	85
Genesis	29	21	Genesis	48	18	60
Leviticus	14	12	Ezechiel	32	16	63
Numeri	26	1	Jeremia	7	1	61
Jesaia	40	18	Psalmi	132	8	60
Numeri	3	44	Numeri	35	1	63
Reges_II	23	36	Chronica_II	22	2	70
Exodus	12	3	Numeri	16	5	61
Proverbia	2	12	Proverbia	2	16	62
Jesaia	21	11	Iob	20	29	62
Deuteronomium	20	10	Daniel	3	4	61
Numeri	30	1	Samuel_I	4	22	66
Psalmi	92	11	Psalmi	119	116	60
Psalmi	81	2	Psalmi	111	5	64
Leviticus	14	33	Sacharia	6	9	67
Reges_I	14	19	Reges_II	24	5	75
Exodus	19	14	Nehemia	12	30	64
Exodus	18	15	Exodus	32	21	61
Exodus	33	20	Judices	13	22	61
Jesaia	45	10	Hosea	6	2	61
Numeri	3	44	Jeremia	1	4	79
Samuel_II	16	17	Ezechiel	24	19	61
Leviticus	10	8	Sacharia	8	1	71
Jeremia	10	1	Iob	34	35	61
Psalmi	33	22	Proverbia	3	26	60
Judices	11	32	Chronica_I	24	20	60
Reges_I	21	28	Jeremia	37	6	88
Leviticus	7	28	Numeri	15	37	91
Ezechiel	22	23	Chronica_II	33	10	60
Psalmi	146	2	Ruth	1	15	60
Numeri	35	9	Ezechiel	30	1	79
Judices	17	12	Psalmi	85	9	60
Numeri	20	7	Jeremia	13	8	79
Leviticus	10	2	Numeri	20	6	60
Exodus	30	22	Leviticus	20	1	100
Jeremia	46	19	Jeremia	48	9	61
Numeri	15	22	Reges_II	12	20	62
Leviticus	1	1	Reges_I	16	1	66
Reges_I	10	10	Reges_I	12	27	60
Leviticus	23	1	Numeri	8	5	100
Genesis	17	18	Judices	6	23	64
Chronica_I	5	14	Chronica_I	9	4	62
Reges_I	11	43	Reges_II	8	24	80
Ezechiel	6	10	Nehemia	5	19	62
Micha	4	5	Chronica_II	34	32	60
Psalmi	85	6	Psalmi	135	13	69
Psalmi	89	14	Proverbia	18	19	63
Exodus	12	16	Numeri	28	25	62
Samuel_I	18	9	Canticum	5	4	62
Chronica_I	25	16	Chronica_I	25	21	76
Numeri	22	2	Jeremia	1	14	65
Deuteronomium	6	6	Jeremia	29	30	60
Numeri	15	1	Esther	4	15	63
Nehemia	12	10	Chronica_I	2	44	65
Psalmi	41	1	Psalmi	77	9	61
Ezechiel	14	2	Ezechiel	21	23	100
Numeri	2	7	Numeri	7	42	60
Exodus	16	28	Exodus	31	1	60
Leviticus	13	22	Jesaia	41	4	61
Josua	20	2	Esther	2	22	61
Genesis	19	21	Samuel_II	9	4	61
Samuel_II	20	20	Iob	9	7	61
Samuel_I	7	15	Psalmi	105	20	60
Psalmi	136	1	Psalmi	147	11	64
Jeremia	33	23	Ezechiel	36	16	89
Jesaia	45	10	Psalmi	22	3	62
Ezechiel	17	11	Psalmi	52	6	63
Genesis	10	24	Genesis	11	14	68
Numeri	3	44	Ezechiel	22	1	79
Leviticus	18	1	Psalmi	119	151	61
Psalmi	94	20	Iob	40	29	60
Samuel_II	2	29	Reges_I	21	24	61
Samuel_I	1	28	Psalmi	139	12	60
Exodus	1	17	Deuteronomium	26	18	66
Jeremia	23	21	Iob	2	5	64
Iob	41	16	Proverbia	1	30	62
Reges_I	21	17	Ezechiel	17	1	78
Genesis	1	22	Amos	8	13	61
Numeri	4	17	Ezechiel	33	1	67
Numeri	29	5	Numeri	29	25	61
Josua	10	28	Josua	10	30	77
Reges_I	12	30	Haggai	2	20	60
Ezechiel	24	15	Iob	27	4	60
Psalmi	104	33	Chronica_I	16	23	64
Genesis	13	2	Ezechiel	33	33	60
Numeri	10	11	Ezechiel	33	21	61
Psalmi	107	26	Proverbia	19	15	60
Numeri	31	1	Ezechiel	38	1	79
Jeremia	29	25	Jeremia	35	17	60
Numeri	17	9	Sacharia	10	12	60
Psalmi	44	9	Psalmi	115	17	61
Jesaia	2	13	Ezechiel	33	29	60
Exodus	38	20	Psalmi	114	5	62
Psalmi	147	20	Proverbia	26	4	60
Josua	9	21	Jeremia	42	5	61
Numeri	12	6	Jeremia	28	5	61
Iob	18	1	Iob	21	1	67
Deuteronomium	1	20	Deuteronomium	5	32	65
Proverbia	19	1	Ecclesiastes	9	17	68
Leviticus	5	20	Leviticus	18	1	100
Deuteronomium	20	4	Psalmi	48	15	62
Numeri	2	8	Numeri	2	28	68
Numeri	25	7	Numeri	25	11	60
Josua	6	27	Jesaia	6	12	61
Jeremia	27	5	Jeremia	32	17	65
Genesis	25	31	Psalmi	50	12	62
Psalmi	30	7	Iob	33	8	63
Reges_II	15	34	Chronica_II	33	2	66
Genesis	8	15	Numeri	17	1	76
Exodus	32	9	Numeri	21	8	61
Chronica_II	6	23	Chronica_II	6	25	60
Psalmi	49	1	Psalmi	62	1	71
Deuteronomium	4	4	Chronica_II	15	1	60
Sacharia	1	14	Esther	5	3	61
Genesis	29	6	Ezechiel	37	5	60
Reges_I	17	2	Ezechiel	12	17	100
Numeri	17	16	Threni	3	25	65
Deuteronomium	1	13	Proverbia	14	6	61
Genesis	8	15	Iob	9	35	63
Psalmi	31	1	Psalmi	54	1	68
Exodus	37	10	Chronica_II	4	1	63
Reges_II	25	3	Chronica_I	27	12	63
Jesaia	2	10	Ezechiel	44	31	61
Numeri	13	25	Psalmi	37	16	60
Deuteronomium	9	13	Esther	7	5	60
Canticum	1	17	Chronica_I	11	40	61
Reges_I	15	7	Reges_II	13	12	64
Ezechiel	40	15	Chronica_II	8	12	60
Exodus	26	2	Exodus	26	8	88
Samuel_II	22	18	Psalmi	69	15	65
Judices	17	13	Jesaia	36	21	60
Leviticus	24	12	Psalmi	141	3	63
Ezechiel	37	18	Chronica_II	10	3	62
Genesis	41	37	Psalmi	37	19	61
Leviticus	3	8	Leviticus	9	12	64
Reges_II	15	28	Reges_II	21	2	61
Exodus	6	29	Deuteronomium	11	25	60
Deuteronomium	17	5	Deuteronomium	26	16	60
Numeri	17	1	Numeri	19	1	85
Ezechiel	14	2	Ezechiel	36	16	100
Genesis	30	23	Zephania	3	18	61
Reges_I	22	39	Reges_II	15	15	71
Jesaia	66	9	Chronica_II	24	26	61
Jesaia	14	32	Chronica_I	17	12	60
Psalmi	89	26	Proverbia	29	3	60
Exodus	25	1	Numeri	31	25	91
Samuel_I	2	6	Threni	3	37	61
Psalmi	105	2	Chronica_I	8	18	62
Judices	9	12	Samuel_I	17	56	61
Exodus	10	16	Exodus	24	13	61
Reges_I	9	2	Psalmi	69	9	62
Leviticus	7	20	Leviticus	7	27	67
Deuteronomium	27	8	Samuel_II	14	3	63
Nehemia	3	38	Chronica_II	29	28	60
Numeri	31	1	Ezechiel	37	15	79
Psalmi	126	5	Chronica_I	12	8	61
Numeri	7	31	Numeri	7	61	100
Reges_I	11	41	Reges_II	23	28	83
Jeremia	18	5	Sacharia	8	18	91
Samuel_I	30	27	Samuel_I	30	30	72
Deuteronomium	6	24	Jeremia	16	3	62
Genesis	47	8	Genesis	50	6	65
Reges_I	3	22	Reges_II	11	17	62
Exodus	40	16	Reges_II	23	32	60
Samuel_I	13	9	Samuel_I	28	16	66
Psalmi	78	22	Psalmi	104	10	63
Psalmi	21	8	Psalmi	125	1	62
Josua	23	8	Reges_I	3	2	64
Esther	2	2	Esther	3	3	63
Genesis	31	51	Sacharia	13	6	61
Iob	36	6	Canticum	4	7	61
Numeri	7	6	Chronica_I	26	23	61
Psalmi	36	1	Iob	28	8	61
Psalmi	42	1	Psalmi	45	1	64
Samuel_II	3	38	Samuel_II	15	15	63
Psalmi	119	8	Proverbia	31	7	60
Jesaia	14	15	Psalmi	44	13	60
Deuteronomium	28	3	Deuteronomium	28	6	78
Deuteronomium	14	1	Psalmi	115	1	61
Genesis	15	20	Exodus	39	35	61
Reges_II	20	4	Ezechiel	12	26	60
Numeri	27	15	Jeremia	37	6	71
Proverbia	18	17	Proverbia	31	23	62
Deuteronomium	4	24	Sacharia	14	6	61
Esra	2	4	Nehemia	7	17	71
Iob	13	15	Proverbia	16	26	64
Exodus	35	17	Exodus	39	40	64
Genesis	11	30	Hosea	5	2	63
Genesis	25	31	Exodus	4	22	63
Josua	8	8	Jeremia	41	7	62
Psalmi	105	2	Iob	33	3	67
Samuel_I	14	18	Jona	1	4	62
Leviticus	19	21	Psalmi	81	16	62
Jeremia	24	4	Jeremia	32	26	89
Leviticus	13	1	Numeri	6	23	60
Numeri	6	1	Ezechiel	22	17	79
Jeremia	32	13	Ezechiel	21	13	65
Jeremia	16	2	Psalmi	129	8	60
Leviticus	23	26	Jeremia	43	8	70
Leviticus	12	2	Numeri	15	18	60
Ezechiel	20	11	Ezechiel	20	19	62
Genesis	1	17	Psalmi	45	17	61
Proverbia	9	10	Proverbia	30	3	62
Judices	20	9	Jeremia	10	1	68
Reges_I	12	22	Jeremia	33	19	73
Judices	7	23	Samuel_I	17	24	61
Genesis	9	26	Psalmi	41	14	62
Jeremia	33	19	Psalmi	89	53	63
Leviticus	16	1	Deuteronomium	32	48	61
Exodus	7	26	Exodus	32	9	62
Genesis	32	24	Numeri	8	18	62
Leviticus	15	1	Ezechiel	25	1	67
Exodus	15	24	Psalmi	18	28	61
Iob	15	1	Iob	18	1	69
Samuel_II	13	35	Jeremia	26	23	62
Genesis	35	13	Psalmi	69	31	62
Chronica_I	25	14	Chronica_I	25	19	81
Samuel_I	11	2	Chronica_I	28	6	61
Samuel_I	1	10	Psalmi	69	26	60
Exodus	12	12	Numeri	3	13	63
Deuteronomium	29	4	Ezechiel	24	6	62
Jesaia	28	26	Psalmi	75	8	60
Leviticus	14	56	Iob	17	14	65
Numeri	34	16	Psalmi	132	7	63
Chronica_II	33	1	Chronica_II	36	11	74
Exodus	15	24	Leviticus	24	1	60
Numeri	8	23	Ezechiel	21	13	79
Psalmi	113	2	Iob	38	1	61
Genesis	40	17	Ecclesiastes	7	2	60
Reges_I	11	41	Chronica_II	28	26	65
Ezechiel	25	1	Ezechiel	28	20	100
Ezechiel	11	17	Ezechiel	25	13	60
Leviticus	17	1	Ezechiel	24	15	79
Leviticus	15	1	Proverbia	14	27	60
Reges_I	14	1	Psalmi	33	9	60
Genesis	4	10	Iob	28	25	61
Exodus	36	16	Deuteronomium	5	12	60
Exodus	16	30	Reges_II	1	5	68
Leviticus	19	24	Leviticus	25	13	61
Exodus	13	1	Leviticus	11	1	81
Psalmi	118	3	Psalmi	136	13	67
Leviticus	23	1	Leviticus	23	33	100
Numeri	3	18	Iob	8	4	60
Exodus	7	8	Samuel_I	3	4	60
Samuel_II	22	19	Psalmi	89	26	65
Ezechiel	42	5	Ezechiel	42	6	62
Ezechiel	12	21	Joel	1	1	62
Numeri	18	25	Ezechiel	20	2	79
Exodus	12	26	Jeremia	29	27	61
Chronica_I	27	34	Chronica_I	28	6	63
Psalmi	42	4	Iob	8	10	61
Exodus	1	18	Samuel_II	3	24	62
Psalmi	81	10	Proverbia	24	19	60
Reges_I	20	4	Daniel	2	37	61
Jeremia	37	6	Ezechiel	28	11	78
Numeri	35	9	Ezechiel	12	1	79
Deuteronomium	1	35	Reges_II	4	17	62
Leviticus	21	2	Jesaia	22	2	64
Samuel_II	12	17	Ezechiel	44	6	60
Numeri	21	21	Reges_I	5	16	64
Numeri	2	1	Psalmi	73	17	67
Jeremia	7	1	Psalmi	116	4	60
Psalmi	78	62	Psalmi	94	14	61
Ezechiel	12	10	Ezechiel	17	19	62
Leviticus	15	1	Jeremia	29	30	74
Iob	16	21	Esra	2	40	64
Numeri	9	9	Ezechiel	28	1	79
Numeri	7	4	Deuteronomium	2	2	86
Jeremia	51	26	Amos	2	16	60
Leviticus	7	22	Leviticus	22	26	100
Exodus	20	12	Deuteronomium	11	31	63
Nehemia	7	9	Nehemia	7	36	71
Exodus	34	2	Ezechiel	13	2	60
Samuel_I	15	5	Iob	17	16	60
Jeremia	31	29	Iob	7	19	61
Exodus	33	4	Samuel_I	12	16	61
Samuel_I	1	20	Reges_I	8	61	61
Samuel_II	7	17	Jesaia	66	2	62
Jeremia	7	3	Jeremia	27	19	62
Samuel_I	28	13	Reges_II	17	27	62
Jesaia	40	21	Ezechiel	24	19	63
Iob	19	16	Proverbia	8	3	60
Exodus	34	1	Jesaia	7	3	60
Numeri	1	13	Threni	5	5	61
Ezechiel	33	1	Iob	30	9	63
Psalmi	22	9	Iob	13	16	62
Numeri	1	48	Numeri	16	20	85
Genesis	14	6	Exodus	14	3	60
Esra	2	38	Chronica_I	6	27	60
Numeri	17	1	Proverbia	30	12	60
Jeremia	51	10	Chronica_II	14	1	60
Hosea	9	17	Psalmi	118	20	60
Ezechiel	12	15	Ezechiel	30	26	63
Genesis	37	26	Judices	6	16	62
Numeri	3	28	Numeri	3	32	61
Ezechiel	21	13	Ezechiel	24	15	100
Psalmi	118	3	Psalmi	136	12	69
Deuteronomium	8	11	Deuteronomium	12	7	61
Reges_I	8	19	Chronica_II	6	9	98
Psalmi	132	13	Iob	33	14	61
Genesis	5	7	Genesis	11	11	76
Exodus	6	30	Leviticus	8	5	66
Jeremia	35	12	Threni	3	10	68
Psalmi	118	3	Psalmi	118	4	86
Chronica_I	27	2	Chronica_I	27	5	71
Josua	20	1	Psalmi	147	6	62
Samuel_II	19	4	Ecclesiastes	1	16	61
Exodus	4	16	Numeri	8	2	62
Exodus	16	11	Leviticus	20	1	100
Psalmi	41	11	Proverbia	19	17	80
Samuel_I	12	16	Ezechiel	8	13	66
Leviticus	22	26	Leviticus	23	26	100
Jeremia	45	2	Ezechiel	20	2	62
Leviticus	10	20	Reges_I	4	18	60
Chronica_I	26	21	Chronica_I	27	3	65
Reges_I	8	13	Chronica_II	20	8	61
Samuel_I	3	12	Jeremia	27	21	61
Deuteronomium	4	4	Deuteronomium	4	24	61
Josua	4	21	Samuel_II	18	10	62
Samuel_I	10	15	Chronica_II	1	18	61
Psalmi	7	1	Proverbia	25	3	61
Psalmi	21	8	Psalmi	86	5	62
Reges_II	15	6	Reges_II	15	11	79
Numeri	1	41	Numeri	26	25	62
Numeri	9	9	Psalmi	103	2	62
Psalmi	18	25	Chronica_I	21	27	62
Deuteronomium	16	12	Jona	1	9	62
Exodus	4	11	Psalmi	106	48	60
Psalmi	76	3	Chronica_I	2	45	62
Leviticus	23	9	Ezechiel	17	1	79
Judices	21	20	Chronica_I	29	8	62
Deuteronomium	33	6	Proverbia	12	24	60
Jeremia	29	27	Iob	12	7	60
Deuteronomium	10	9	Josua	13	14	65
Chronica_I	2	41	Chronica_I	2	44	74
Canticum	1	17	Esra	7	3	63
Deuteronomium	8	20	Deuteronomium	15	21	63
Exodus	6	10	Ezechiel	22	23	79
Numeri	14	42	Deuteronomium	7	10	60
Exodus	19	10	Numeri	7	11	60
Genesis	44	3	Jeremia	18	5	62
Exodus	7	26	Jesaia	39	8	62
Esra	8	29	Chronica_I	17	24	60
Genesis	30	27	Genesis	42	11	62
Leviticus	18	24	Reges_II	17	20	60
Chronica_I	25	13	Chronica_I	25	14	82
Genesis	38	21	Nehemia	6	8	62
Chronica_I	25	17	Chronica_I	25	18	81
Samuel_I	9	11	Jesaia	5	30	60
Leviticus	12	1	Ezechiel	17	1	79
Numeri	4	1	Iob	29	22	61
Samuel_II	22	17	Psalmi	18	17	100
Reges_I	21	20	Sacharia	5	2	61
Jesaia	39	5	Jeremia	22	29	61
Leviticus	11	1	Psalmi	37	18	60
Deuteronomium	2	18	Psalmi	106	44	64
Leviticus	23	3	Josua	8	9	60
Chronica_I	5	4	Chronica_I	6	23	60
Reges_I	14	1	Proverbia	24	4	60
Leviticus	24	1	Proverbia	24	21	65
Psalmi	34	4	Psalmi	136	2	62
Deuteronomium	2	17	Psalmi	135	16	61
Judices	10	3	Judices	12	11	70
Iob	4	21	Iob	30	31	62
Reges_II	22	18	Jeremia	27	4	61
Leviticus	7	28	Ezechiel	24	20	68
Numeri	31	25	Ezechiel	11	14	69
