book1	chapter1	verse1	book2	chapter2	verse2	similarity
Psalmi	86	12	Psalmi	107	1	62
Leviticus	18	8	Chronica_I	6	21	60
Reges_II	21	1	Chronica_II	36	9	66
Ezechiel	21	1	Ezechiel	27	1	100
Numeri	35	9	Ezechiel	22	17	79
Exodus	31	12	Jeremia	29	24	65
Genesis	41	13	Chronica_II	24	4	61
Exodus	29	25	Leviticus	8	28	79
Genesis	46	13	Esra	2	16	62
Esra	2	11	Nehemia	2	11	60
Exodus	30	11	Psalmi	106	24	60
Exodus	36	7	Judices	13	13	61
Psalmi	96	1	Psalmi	141	1	60
Leviticus	14	1	Numeri	35	1	63
Jeremia	5	9	Jeremia	9	8	98
Numeri	3	11	Jeremia	29	24	63
Jeremia	48	16	Iob	28	14	61
Exodus	28	21	Exodus	39	14	93
Leviticus	3	12	Proverbia	1	8	61
Leviticus	14	33	Numeri	1	48	85
Ezechiel	12	1	Ezechiel	23	1	100
Exodus	24	12	Nehemia	2	7	63
Exodus	27	7	Exodus	37	5	70
Jeremia	16	20	Ezechiel	12	21	60
Leviticus	20	26	Sacharia	9	4	60
Leviticus	24	1	Numeri	35	9	100
Samuel_II	6	21	Chronica_I	29	1	61
Numeri	14	1	Samuel_I	30	4	64
Psalmi	75	7	Iob	8	10	61
Reges_II	20	4	Jesaia	12	2	61
Samuel_II	3	33	Amos	7	15	61
Numeri	2	10	Numeri	16	1	62
Genesis	49	16	Ezechiel	17	2	60
Leviticus	18	1	Ezechiel	34	1	79
Chronica_I	24	9	Chronica_I	24	10	61
Samuel_I	30	29	Ezechiel	29	11	60
Genesis	29	4	Iob	28	28	60
Josua	20	1	Jeremia	33	19	81
Reges_I	21	14	Psalmi	55	21	64
Psalmi	36	13	Proverbia	23	22	60
Genesis	24	20	Numeri	22	29	61
Iob	16	21	Iob	30	24	68
Numeri	13	1	Ezechiel	18	1	79
Deuteronomium	1	13	Chronica_I	7	12	60
Leviticus	7	28	Reges_II	21	10	68
Psalmi	6	2	Psalmi	9	8	62
Genesis	31	1	Deuteronomium	31	2	60
Exodus	13	1	Ezechiel	16	1	79
Genesis	3	9	Numeri	15	17	63
Numeri	33	27	Numeri	33	28	83
Numeri	15	37	Jeremia	43	8	62
Deuteronomium	9	24	Threni	3	37	60
Samuel_II	14	21	Jeremia	27	1	61
Exodus	24	2	Reges_I	10	8	60
Jeremia	19	8	Jeremia	50	13	73
Deuteronomium	4	4	Ezechiel	7	1	62
Genesis	17	1	Deuteronomium	21	16	60
Leviticus	19	1	Psalmi	106	24	60
Iob	25	4	Iob	27	9	60
Reges_II	24	19	Chronica_II	30	4	62
Jeremia	4	9	Amos	8	9	71
Deuteronomium	4	35	Joel	1	15	62
Deuteronomium	1	32	Judices	5	5	61
Numeri	18	25	Psalmi	25	4	61
Amos	1	14	Amos	2	2	61
Genesis	7	10	Ezechiel	3	16	66
Deuteronomium	1	29	Ruth	3	5	61
Psalmi	55	9	Psalmi	139	20	60
Psalmi	33	4	Canticum	2	2	60
Genesis	35	14	Genesis	35	20	61
Ezechiel	33	23	Chronica_II	33	10	60
Nehemia	13	29	Chronica_II	8	12	63
Reges_I	9	8	Jeremia	23	34	60
Genesis	23	14	Psalmi	19	4	62
Jesaia	2	20	Jeremia	3	17	61
Numeri	33	56	Esther	10	1	60
Ezechiel	23	1	Psalmi	47	6	62
Exodus	20	1	Leviticus	10	8	67
Jeremia	31	25	Psalmi	107	9	63
Josua	23	8	Samuel_I	4	5	61
Exodus	32	35	Jeremia	42	3	63
Reges_II	15	1	Reges_II	18	1	71
Jeremia	13	8	Jeremia	32	13	65
Psalmi	31	18	Psalmi	129	6	60
Iob	11	13	Nehemia	11	10	60
Iob	21	5	Proverbia	21	25	62
Leviticus	19	1	Numeri	7	4	91
Ezechiel	22	2	Ezechiel	23	36	66
Exodus	24	18	Chronica_II	13	4	64
Genesis	19	37	Samuel_II	9	12	60
Samuel_I	9	23	Samuel_I	12	1	62
Samuel_I	28	16	Iob	22	17	64
Judices	9	32	Chronica_I	19	9	61
Genesis	14	21	Genesis	48	9	64
Exodus	14	14	Numeri	17	1	62
Exodus	35	12	Chronica_II	4	14	61
Deuteronomium	26	3	Jeremia	42	5	60
Leviticus	27	1	Samuel_II	22	2	65
Leviticus	8	5	Deuteronomium	28	44	61
Ezechiel	24	20	Psalmi	100	1	68
Deuteronomium	28	34	Judices	17	1	65
Exodus	9	1	Jeremia	15	11	60
Numeri	2	22	Chronica_I	11	31	62
Leviticus	10	20	Numeri	16	4	67
Iob	21	14	Iob	22	17	71
Numeri	7	30	Judices	21	25	61
Psalmi	34	12	Chronica_I	15	8	61
Chronica_I	4	35	Chronica_I	25	15	65
Numeri	33	20	Numeri	33	22	72
Exodus	7	26	Exodus	9	13	78
Samuel_I	22	13	Chronica_II	25	9	63
Psalmi	107	1	Psalmi	136	1	100
Numeri	4	43	Numeri	6	3	62
Micha	1	15	Chronica_I	8	28	63
Samuel_I	17	56	Psalmi	44	5	63
Psalmi	78	48	Psalmi	96	2	64
Genesis	30	5	Ezechiel	11	14	61
Jeremia	13	3	Psalmi	20	10	63
Exodus	13	22	Ezechiel	24	19	61
Leviticus	6	17	Leviticus	23	1	100
Jeremia	44	11	Sacharia	1	16	61
Psalmi	61	1	Psalmi	62	1	77
Exodus	33	11	Reges_I	2	31	60
Iob	33	1	Iob	34	2	60
Numeri	15	17	Deuteronomium	32	48	69
Jeremia	50	36	Psalmi	97	11	62
Numeri	22	14	Samuel_II	22	32	63
Esther	2	23	Chronica_II	16	11	61
Exodus	22	14	Leviticus	26	27	61
Leviticus	12	1	Deuteronomium	2	17	87
Judices	19	6	Ezechiel	18	3	60
Jeremia	4	21	Proverbia	7	24	61
Exodus	9	1	Nehemia	8	11	60
Micha	3	4	Psalmi	22	25	61
Reges_II	13	9	Chronica_II	9	31	75
Josua	1	5	Samuel_I	1	28	62
Psalmi	22	3	Psalmi	115	17	63
Deuteronomium	31	25	Jeremia	35	12	60
Leviticus	13	39	Psalmi	134	1	61
Judices	9	8	Samuel_I	8	19	65
Jeremia	32	28	Ezechiel	30	10	67
Numeri	14	39	Deuteronomium	27	20	65
Leviticus	25	1	Proverbia	19	23	62
Judices	18	24	Chronica_II	30	3	60
Jeremia	7	1	Psalmi	118	26	62
Jeremia	25	18	Jeremia	44	6	62
Reges_II	21	10	Psalmi	57	10	61
Nehemia	5	19	Chronica_I	4	43	61
Numeri	15	41	Chronica_I	13	12	60
Exodus	28	35	Deuteronomium	28	37	60
Exodus	2	12	Hosea	2	23	61
Jeremia	13	3	Ezechiel	28	11	91
Exodus	16	34	Leviticus	25	1	62
Samuel_I	25	35	Hosea	14	3	61
Numeri	4	17	Psalmi	89	53	63
Genesis	9	19	Leviticus	25	24	61
Psalmi	13	1	Psalmi	139	1	68
Jesaia	66	21	Psalmi	57	3	63
Genesis	24	42	Genesis	24	48	60
Reges_II	3	2	Reges_II	21	20	63
Ezechiel	24	20	Psalmi	120	7	61
Leviticus	6	16	Deuteronomium	12	4	65
Deuteronomium	27	11	Ecclesiastes	6	1	61
Psalmi	6	2	Psalmi	89	9	64
Exodus	33	17	Jeremia	44	20	60
Psalmi	141	10	Iob	35	8	60
Ecclesiastes	2	17	Ecclesiastes	8	9	64
Jesaia	55	6	Iob	28	16	60
Numeri	13	1	Ezechiel	22	17	79
Exodus	33	20	Deuteronomium	12	19	60
Exodus	29	46	Leviticus	26	13	67
Jeremia	13	3	Psalmi	121	5	67
Leviticus	6	14	Numeri	29	6	62
Numeri	3	11	Ezechiel	38	1	79
Reges_I	15	12	Reges_II	8	4	60
Ezechiel	21	4	Psalmi	37	26	60
Numeri	2	26	Nehemia	7	15	60
Numeri	1	17	Chronica_I	3	15	61
Reges_II	20	4	Jeremia	1	4	60
Iob	33	31	Threni	3	57	62
Ezechiel	18	3	Ezechiel	37	5	60
Psalmi	83	13	Ecclesiastes	4	7	60
Deuteronomium	4	39	Chronica_II	1	7	61
Psalmi	42	6	Psalmi	43	5	92
Jeremia	48	42	Ezechiel	43	6	61
Leviticus	8	1	Leviticus	12	1	100
Numeri	3	51	Numeri	4	49	61
Numeri	13	18	Numeri	19	14	60
Leviticus	18	1	Jesaia	8	5	61
Jesaia	48	19	Jeremia	37	11	61
Iob	9	11	Iob	33	10	64
Genesis	6	20	Samuel_II	19	4	60
Psalmi	20	1	Psalmi	58	1	65
Psalmi	34	13	Iob	7	7	63
Psalmi	118	1	Psalmi	136	17	73
Leviticus	23	35	Psalmi	44	9	60
Daniel	3	9	Daniel	6	22	70
Reges_II	10	31	Reges_II	22	15	61
Jeremia	2	1	Psalmi	83	3	61
Jeremia	3	4	Psalmi	78	30	61
Leviticus	23	9	Numeri	9	9	100
Leviticus	6	17	Leviticus	14	33	85
Numeri	2	26	Numeri	4	36	67
Psalmi	38	20	Iob	37	8	67
Ecclesiastes	3	7	Ecclesiastes	3	8	70
Reges_II	20	4	Ezechiel	24	15	60
Iob	11	1	Iob	15	1	73
Deuteronomium	2	18	Ezechiel	22	1	60
Genesis	24	66	Exodus	1	6	62
Exodus	6	2	Numeri	19	1	70
Proverbia	2	16	Proverbia	7	5	89
Jeremia	30	3	Ezechiel	28	25	61
Samuel_II	22	2	Jona	4	4	61
Genesis	3	9	Exodus	25	1	63
Hosea	2	23	Amos	9	6	61
Jesaia	24	15	Chronica_II	6	7	68
Leviticus	12	3	Ezechiel	25	2	60
Jeremia	16	1	Ezechiel	14	12	100
Reges_II	2	18	Chronica_I	21	11	60
Numeri	33	21	Numeri	33	46	65
Exodus	14	1	Numeri	27	15	82
Esra	2	7	Esra	2	14	63
Deuteronomium	22	4	Deuteronomium	33	8	62
Jeremia	46	1	Psalmi	115	13	60
Ezechiel	34	22	Psalmi	91	10	60
Leviticus	8	1	Numeri	1	48	100
Judices	8	1	Sacharia	4	6	60
Psalmi	118	6	Proverbia	13	13	61
Deuteronomium	32	45	Psalmi	97	7	61
Exodus	30	22	Ezechiel	21	13	79
Deuteronomium	1	27	Reges_II	6	28	62
Jeremia	4	17	Psalmi	18	22	60
Deuteronomium	22	18	Reges_I	8	3	62
Leviticus	7	22	Ezechiel	25	1	79
Reges_II	22	1	Chronica_II	27	1	72
Jeremia	51	62	Chronica_II	34	24	62
Psalmi	64	5	Chronica_I	1	14	61
Psalmi	73	3	Iob	10	4	61
Genesis	17	3	Exodus	20	1	70
Numeri	25	10	Chronica_II	11	2	74
Ezechiel	11	14	Ezechiel	28	20	100
Leviticus	17	2	Leviticus	21	17	60
Jeremia	17	19	Sacharia	1	16	62
Jeremia	26	7	Esra	2	70	62
Proverbia	20	24	Proverbia	31	2	62
Leviticus	26	7	Samuel_II	10	15	65
Ezechiel	21	31	Amos	5	3	63
Deuteronomium	16	7	Nehemia	6	4	61
Ezechiel	37	6	Ezechiel	37	8	61
Genesis	44	9	Samuel_I	8	17	62
Exodus	19	15	Judices	4	8	61
Leviticus	19	24	Numeri	28	16	62
Micha	5	9	Sacharia	14	3	61
Exodus	16	28	Leviticus	21	16	60
Chronica_II	26	22	Chronica_II	28	26	67
Exodus	13	1	Sacharia	7	4	72
Exodus	35	3	Psalmi	146	4	62
Deuteronomium	2	2	Jesaia	8	5	65
Numeri	19	1	Ezechiel	12	17	67
Numeri	13	1	Ezechiel	13	1	79
Proverbia	23	15	Chronica_I	6	32	64
Psalmi	64	1	Psalmi	108	1	69
Exodus	6	10	Reges_I	21	17	71
Josua	10	38	Maleachi	1	1	60
Samuel_II	22	7	Ezechiel	36	28	60
Josua	4	21	Sacharia	1	9	62
Numeri	3	32	Numeri	26	1	64
Judices	6	12	Chronica_II	6	1	62
Exodus	16	6	Numeri	14	39	61
Psalmi	36	1	Psalmi	113	1	61
Numeri	5	10	Jeremia	16	8	60
Numeri	14	26	Jesaia	38	4	74
Numeri	20	2	Iob	5	16	63
Samuel_II	19	31	Chronica_II	18	26	60
Genesis	1	4	Genesis	1	27	63
Jeremia	36	16	Jeremia	36	24	62
Exodus	7	8	Ezechiel	12	21	63
Nehemia	2	6	Chronica_II	6	31	61
Leviticus	6	12	Ezechiel	33	23	79
Deuteronomium	1	6	Reges_I	5	29	61
Deuteronomium	16	11	Deuteronomium	26	2	64
Psalmi	69	12	Threni	3	65	65
Exodus	12	20	Ecclesiastes	10	2	63
Exodus	14	1	Leviticus	20	1	100
Deuteronomium	12	16	Iob	7	16	61
Exodus	40	1	Numeri	3	14	77
Genesis	40	1	Samuel_II	19	26	60
Judices	6	12	Reges_II	4	15	62
Psalmi	66	18	Iob	20	10	61
Numeri	26	41	Ezechiel	48	24	61
Numeri	13	1	Proverbia	10	27	62
Leviticus	24	13	Reges_I	12	22	69
Samuel_II	22	47	Psalmi	18	47	93
Leviticus	7	17	Leviticus	19	7	60
Numeri	12	16	Numeri	33	31	62
Jesaia	26	1	Esther	9	11	63
Exodus	14	14	Psalmi	121	4	61
Leviticus	26	45	Jeremia	7	25	60
Deuteronomium	27	24	Jeremia	4	25	60
Genesis	44	3	Chronica_I	15	5	61
Judices	9	8	Jeremia	28	2	60
Numeri	4	21	Jeremia	14	1	61
Reges_I	10	27	Jeremia	46	18	61
Deuteronomium	6	19	Jeremia	23	37	63
Jesaia	66	6	Psalmi	116	7	60
Leviticus	22	26	Psalmi	33	4	67
Reges_I	1	22	Jeremia	37	6	62
Jesaia	9	12	Iob	12	24	60
Genesis	1	22	Josua	13	1	61
Proverbia	7	27	Proverbia	14	12	62
Reges_I	3	22	Esther	6	1	63
Psalmi	37	40	Psalmi	109	26	67
Psalmi	107	8	Psalmi	139	14	62
Leviticus	25	6	Chronica_II	36	20	61
Ezechiel	22	1	Jona	1	1	78
Exodus	6	28	Numeri	4	17	69
Genesis	38	6	Psalmi	124	2	61
Leviticus	7	37	Chronica_II	4	11	61
Jeremia	38	26	Chronica_I	22	7	60
Ezechiel	35	1	Haggai	1	3	71
Leviticus	14	18	Numeri	31	50	63
Genesis	13	8	Genesis	22	8	62
Numeri	6	6	Psalmi	18	22	62
Psalmi	72	18	Chronica_II	33	10	63
Reges_I	15	14	Chronica_I	9	23	62
Leviticus	14	56	Reges_I	14	1	61
Exodus	37	24	Proverbia	18	13	60
Genesis	29	14	Exodus	1	9	62
Reges_I	17	23	Chronica_I	14	10	64
Exodus	2	18	Psalmi	89	2	61
Proverbia	15	7	Threni	3	62	64
Leviticus	17	9	Ezechiel	18	11	61
Jeremia	17	15	Zephania	3	1	67
Numeri	7	30	Sacharia	4	1	60
Psalmi	140	7	Nehemia	11	36	61
Psalmi	119	65	Psalmi	119	124	62
Samuel_I	18	13	Reges_I	3	24	61
Leviticus	25	17	Psalmi	106	34	62
Psalmi	136	7	Psalmi	136	13	67
Ezechiel	24	20	Ecclesiastes	1	4	64
Exodus	34	23	Jesaia	24	15	64
Judices	13	13	Nehemia	6	11	61
Exodus	11	9	Exodus	16	6	60
Leviticus	19	16	Psalmi	147	1	61
Leviticus	26	14	Jeremia	35	10	62
Exodus	32	5	Leviticus	3	16	64
Esra	2	49	Nehemia	7	52	60
Samuel_II	14	29	Samuel_II	18	17	61
Iob	35	13	Chronica_I	3	8	61
Psalmi	33	8	Psalmi	99	5	61
Psalmi	60	11	Psalmi	60	13	62
Samuel_II	5	10	Chronica_I	11	9	92
Samuel_I	8	10	Reges_I	10	3	62
Exodus	12	1	Leviticus	24	13	61
Jesaia	14	15	Jesaia	31	6	60
Genesis	24	57	Judices	9	10	60
Iob	27	7	Iob	39	9	60
Leviticus	19	24	Reges_II	12	3	63
Reges_II	12	6	Reges_II	12	13	60
Psalmi	5	1	Psalmi	39	1	86
Numeri	22	12	Psalmi	68	36	62
Exodus	7	18	Exodus	14	24	60
Leviticus	18	1	Leviticus	23	23	100
Iob	39	15	Iob	40	20	62
Psalmi	18	36	Proverbia	28	27	69
Samuel_I	15	3	Samuel_I	22	19	64
Leviticus	1	1	Canticum	4	3	61
Iob	5	21	Proverbia	4	14	63
Leviticus	8	16	Jesaia	37	2	60
Judices	18	18	Judices	18	20	67
Ezechiel	36	16	Threni	3	10	65
Jeremia	34	12	Iob	22	17	61
Psalmi	104	5	Proverbia	10	30	60
Numeri	25	2	Samuel_I	20	14	61
Samuel_I	3	12	Reges_II	10	32	63
Genesis	27	2	Ruth	1	15	61
Deuteronomium	30	11	Chronica_II	2	4	61
Exodus	16	34	Leviticus	14	33	61
Exodus	22	16	Samuel_I	1	4	61
Psalmi	34	18	Psalmi	119	170	61
Numeri	34	6	Esra	10	7	60
Chronica_I	4	37	Chronica_I	6	32	60
Samuel_II	5	5	Chronica_I	3	4	69
Genesis	27	10	Judices	1	11	64
Deuteronomium	11	31	Deuteronomium	19	1	65
Psalmi	38	14	Psalmi	115	6	65
Psalmi	39	1	Psalmi	62	1	98
Jesaia	40	3	Psalmi	135	6	61
Exodus	14	1	Ezechiel	22	1	79
Ezechiel	28	19	Daniel	8	18	61
Psalmi	115	9	Psalmi	118	26	60
Joel	4	1	Sacharia	12	9	65
Josua	13	15	Chronica_I	26	9	62
Ezechiel	13	1	Psalmi	7	15	65
Deuteronomium	2	2	Jona	4	4	64
Exodus	28	8	Exodus	39	2	74
Genesis	18	9	Psalmi	22	29	60
Reges_I	22	54	Reges_II	18	3	60
Numeri	33	5	Numeri	33	25	62
Samuel_II	16	14	Nehemia	11	2	62
Exodus	12	50	Judices	6	1	63
Psalmi	112	7	Chronica_I	26	7	61
Numeri	7	4	Numeri	31	1	91
Jeremia	32	27	Psalmi	56	11	60
Josua	6	27	Psalmi	113	6	64
Genesis	7	10	Hosea	12	6	60
Samuel_I	12	21	Jeremia	42	9	60
Deuteronomium	5	7	Proverbia	22	19	61
Numeri	5	5	Psalmi	31	22	60
Psalmi	119	132	Proverbia	24	23	61
Numeri	33	29	Numeri	33	45	71
Genesis	2	1	Psalmi	102	2	62
Numeri	7	36	Numeri	7	66	69
Genesis	26	13	Psalmi	136	4	60
Iob	19	15	Iob	28	10	60
Exodus	32	9	Jesaia	6	9	61
Leviticus	25	2	Judices	6	10	64
Exodus	9	32	Exodus	25	39	61
Psalmi	52	3	Psalmi	107	8	64
Deuteronomium	4	24	Psalmi	99	5	67
Leviticus	6	12	Sacharia	6	9	79
Exodus	22	12	Psalmi	16	2	60
Leviticus	11	1	Numeri	6	23	65
Reges_I	2	14	Ezechiel	38	1	67
Deuteronomium	4	1	Deuteronomium	16	20	61
Josua	15	33	Reges_I	6	14	60
Exodus	16	30	Chronica_I	1	22	61
Reges_I	11	41	Reges_II	15	15	67
Psalmi	81	15	Psalmi	107	36	63
Jona	1	9	Nehemia	1	5	61
Genesis	5	16	Genesis	11	21	79
Psalmi	59	7	Psalmi	104	33	61
Deuteronomium	32	12	Chronica_I	7	19	61
Reges_II	21	1	Chronica_II	34	1	74
Reges_I	16	23	Reges_II	13	10	70
Judices	6	12	Samuel_I	25	16	60
Leviticus	14	33	Ezechiel	18	1	67
Genesis	2	12	Deuteronomium	1	32	63
Jeremia	34	12	Psalmi	41	14	61
Psalmi	37	19	Chronica_I	7	1	63
Numeri	35	29	Ezechiel	16	44	67
Samuel_I	16	8	Ezechiel	37	4	60
Jesaia	37	33	Jeremia	33	4	66
Deuteronomium	1	26	Deuteronomium	27	7	64
Leviticus	14	1	Numeri	28	1	100
Chronica_I	6	9	Chronica_I	6	21	64
Reges_I	22	39	Reges_II	20	20	74
Esra	2	46	Chronica_I	6	28	74
Chronica_I	3	10	Chronica_I	6	7	63
Leviticus	23	9	Ezechiel	21	13	79
Chronica_I	17	16	Chronica_I	29	10	62
Jesaia	3	13	Esra	10	19	60
Leviticus	17	1	Sacharia	8	18	72
Jeremia	16	1	Ezechiel	12	17	100
Exodus	36	19	Ezechiel	7	23	63
Numeri	4	47	Chronica_II	21	20	60
Esra	2	15	Nehemia	7	34	77
Leviticus	3	2	Leviticus	3	8	87
Amos	8	9	Daniel	10	2	62
Zephania	3	3	Psalmi	46	6	65
Numeri	21	8	Numeri	32	20	62
Exodus	39	7	Numeri	30	1	68
Leviticus	15	1	Numeri	17	16	85
Genesis	8	18	Chronica_I	3	11	63
Genesis	50	18	Psalmi	136	19	61
Leviticus	11	20	Leviticus	11	41	68
Psalmi	18	22	Psalmi	120	7	64
Leviticus	10	8	Jeremia	13	3	83
Judices	18	15	Samuel_II	19	34	60
Exodus	15	24	Leviticus	6	17	60
Chronica_I	2	38	Chronica_I	5	30	60
Numeri	1	43	Numeri	26	50	69
Numeri	13	1	Esther	4	15	63
Jeremia	7	7	Jeremia	25	5	65
Esther	1	16	Daniel	2	2	61
Numeri	17	26	Reges_II	15	3	62
Ezechiel	3	16	Ezechiel	31	1	63
Judices	1	8	Ezechiel	36	33	62
Leviticus	21	6	Jesaia	65	1	60
Numeri	4	43	Numeri	8	25	63
Proverbia	3	25	Threni	5	18	62
Reges_II	3	4	Jeremia	38	8	61
Leviticus	5	20	Numeri	16	23	100
Exodus	40	2	Leviticus	23	24	63
Ezechiel	15	1	Sacharia	6	9	100
Samuel_I	4	22	Jeremia	5	4	61
Josua	21	18	Josua	21	22	77
Ezechiel	24	20	Psalmi	71	8	60
Numeri	4	1	Numeri	35	1	73
Numeri	14	40	Judices	19	8	60
Exodus	14	1	Psalmi	132	13	60
Numeri	10	15	Numeri	13	7	67
Jesaia	37	7	Jeremia	12	15	63
Numeri	8	5	Chronica_II	33	10	78
Numeri	18	22	Deuteronomium	24	16	61
Deuteronomium	15	15	Sacharia	11	11	61
Exodus	6	28	Exodus	12	1	69
Jeremia	13	3	Ezechiel	22	17	91
Iob	31	27	Proverbia	4	3	60
Psalmi	119	173	Iob	31	14	61
Jeremia	7	1	Psalmi	25	8	62
Deuteronomium	28	32	Jeremia	27	4	61
Deuteronomium	2	3	Psalmi	78	54	63
Numeri	3	44	Ezechiel	21	23	79
Reges_I	1	14	Jona	1	1	60
Reges_I	22	14	Chronica_II	18	13	92
Numeri	17	1	Reges_I	21	28	71
Exodus	15	24	Numeri	25	16	60
Jeremia	31	14	Jeremia	49	6	62
Ezechiel	21	5	Ezechiel	36	2	62
Numeri	10	1	Numeri	27	6	91
Ezechiel	23	2	Ezechiel	34	15	61
Numeri	15	1	Sacharia	6	9	79
Ezechiel	44	21	Iob	32	5	62
Reges_I	16	1	Ezechiel	37	15	67
Genesis	38	18	Deuteronomium	19	8	60
Exodus	14	14	Numeri	5	1	62
Reges_I	17	24	Chronica_II	18	4	60
Exodus	13	1	Psalmi	119	123	62
Jeremia	22	1	Jeremia	30	2	61
Deuteronomium	9	7	Jeremia	32	31	60
Jeremia	28	2	Jeremia	44	11	65
Samuel_II	11	18	Samuel_II	11	22	68
Jeremia	7	28	Ezechiel	27	3	63
Psalmi	26	7	Psalmi	69	34	60
Leviticus	5	14	Numeri	3	44	100
Numeri	16	23	Jeremia	18	5	79
Exodus	32	22	Amos	5	13	60
Psalmi	90	14	Psalmi	92	3	61
Numeri	27	6	Josua	4	15	88
Reges_I	8	41	Chronica_II	6	32	69
Psalmi	120	6	Proverbia	6	7	60
Samuel_II	16	22	Chronica_II	1	13	62
Reges_I	3	12	Reges_II	23	25	60
Judices	18	4	Chronica_II	4	14	64
Jesaia	14	24	Jeremia	1	7	61
Genesis	4	4	Psalmi	106	5	60
Deuteronomium	1	20	Deuteronomium	2	3	60
Josua	6	11	Chronica_I	21	20	61
Exodus	32	7	Numeri	20	23	64
Reges_I	8	13	Jesaia	13	22	62
Exodus	30	17	Joel	1	1	60
Genesis	12	1	Genesis	24	5	60
Samuel_II	22	22	Psalmi	115	2	60
Jeremia	28	11	Jeremia	43	10	60
Leviticus	23	9	Numeri	19	1	85
Leviticus	7	28	Ezechiel	22	1	79
Leviticus	23	1	Numeri	3	11	100
Josua	6	16	Judices	19	5	60
Iob	11	1	Iob	34	1	62
Jeremia	29	3	Esther	2	6	64
Samuel_I	21	1	Psalmi	30	11	60
Leviticus	14	33	Numeri	2	1	100
Ezechiel	39	13	Amos	4	5	61
Numeri	1	48	Joel	1	1	60
Genesis	17	4	Ezechiel	33	1	65
Leviticus	26	23	Reges_I	1	46	61
Psalmi	6	2	Psalmi	73	14	62
Exodus	19	10	Deuteronomium	7	14	61
Psalmi	18	33	Iob	40	27	61
Leviticus	15	6	Leviticus	15	7	81
Psalmi	48	10	Psalmi	67	6	62
Reges_I	22	53	Reges_II	13	2	75
Jeremia	26	4	Jeremia	30	2	61
Deuteronomium	34	6	Reges_I	9	21	61
Numeri	1	4	Jeremia	1	12	61
Exodus	31	1	Numeri	3	44	100
Exodus	25	2	Josua	20	2	68
Leviticus	24	13	Numeri	14	26	85
Exodus	17	10	Jeremia	40	3	64
Numeri	29	23	Numeri	29	29	88
Ezechiel	21	10	Joel	2	27	62
Numeri	20	9	Deuteronomium	6	25	62
Josua	1	10	Jesaia	38	4	62
Genesis	30	17	Psalmi	81	12	61
Psalmi	37	23	Iob	21	14	60
Psalmi	62	1	Iob	21	19	61
Genesis	9	26	Psalmi	145	2	61
Ezechiel	21	13	Psalmi	81	10	65
Numeri	18	25	Ezechiel	24	20	68
Psalmi	6	1	Psalmi	9	1	77
Numeri	27	8	Reges_I	21	23	61
Iob	24	13	Iob	38	4	61
Leviticus	23	1	Numeri	34	16	100
Jeremia	22	1	Psalmi	129	8	61
Reges_I	11	41	Chronica_I	13	12	61
Sacharia	11	15	Psalmi	34	16	62
Reges_I	21	28	Haggai	1	3	78
Reges_I	8	57	Jeremia	32	27	62
Reges_I	2	46	Reges_I	3	23	61
Proverbia	3	33	Proverbia	15	29	62
Genesis	22	5	Genesis	24	11	61
Numeri	35	29	Reges_I	4	20	61
Exodus	7	8	Jeremia	33	19	67
Exodus	12	1	Exodus	30	22	61
Exodus	39	43	Samuel_II	14	21	60
Exodus	4	1	Ezechiel	47	20	60
Numeri	1	48	Ezechiel	22	17	79
Judices	13	6	Samuel_II	14	33	60
Esther	6	12	Nehemia	11	16	63
Leviticus	17	2	Numeri	8	3	62
Numeri	8	1	Reges_I	16	1	61
Genesis	9	7	Psalmi	34	9	64
Psalmi	104	33	Psalmi	108	12	63
Reges_I	21	28	Ezechiel	35	1	78
Judices	5	24	Reges_II	2	25	61
Iob	8	1	Iob	20	1	61
Exodus	9	22	Exodus	10	21	61
Numeri	24	5	Psalmi	107	32	65
Leviticus	8	5	Deuteronomium	20	17	62
Psalmi	29	2	Psalmi	147	7	60
Reges_II	2	22	Ezechiel	39	8	61
Nehemia	7	18	Nehemia	7	34	60
Psalmi	64	11	Psalmi	125	4	60
Psalmi	124	1	Psalmi	129	1	64
Reges_I	12	22	Jeremia	37	6	77
Leviticus	21	24	Numeri	2	7	66
Samuel_II	14	18	Reges_I	3	22	60
Jeremia	24	4	Ezechiel	21	23	100
Leviticus	25	2	Josua	21	43	63
Genesis	8	15	Iob	33	14	60
Deuteronomium	7	21	Jeremia	1	8	60
Leviticus	9	23	Deuteronomium	9	13	61
Numeri	1	7	Numeri	1	12	67
Exodus	32	28	Samuel_II	15	6	60
Psalmi	6	1	Psalmi	139	1	60
Genesis	1	4	Genesis	11	5	66
Esra	2	10	Nehemia	7	10	74
Deuteronomium	25	14	Psalmi	120	1	61
Numeri	32	25	Judices	6	36	63
Jeremia	29	27	Micha	6	3	64
Leviticus	24	1	Numeri	3	11	100
Exodus	30	11	Deuteronomium	2	17	87
Exodus	12	20	Exodus	35	10	62
Jesaia	3	18	Jesaia	12	1	61
Leviticus	23	9	Jeremia	37	6	76
Numeri	27	15	Jesaia	37	15	69
Exodus	30	11	Leviticus	12	1	100
Leviticus	22	30	Sacharia	14	6	66
Exodus	37	10	Exodus	37	15	60
Psalmi	78	56	Iob	32	13	60
Jeremia	33	19	Chronica_II	33	10	68
Numeri	8	1	Reges_I	5	16	61
Ezechiel	25	1	Psalmi	56	11	67
Hosea	11	6	Psalmi	119	6	60
